NumNodes,NumProcessors,Time
5,6,5.522680
5,6,5.885246
5,6,7.116063
5,7,6.336594
5,7,6.641836
5,7,6.488806
5,7,5.062706
5,7,6.381528
5,7,6.566360
5,7,6.271512
5,7,6.231654
5,7,7.091986
5,7,6.801094
5,8,5.730171
5,8,5.685783
5,8,6.567915
5,8,5.776476
5,8,5.925402
5,8,6.050838
5,8,5.978520
5,8,5.633539
5,8,5.425097
5,8,5.695997
5,9,4.884385
5,9,5.291552
5,9,5.110172
5,9,5.241352
5,9,5.544528
5,9,5.616680
5,9,4.669761
5,9,5.533123
5,9,5.038832
5,9,4.459605
5,10,4.991669
5,10,4.888304
5,10,5.058286
5,10,5.157957
5,10,5.033456
5,10,4.834688
5,10,5.077494
5,10,4.742537
5,10,4.965993
5,10,5.022553
5,11,4.643798
5,11,4.725711
5,11,4.771452
5,11,4.670021
5,11,4.748101
5,11,4.617112
5,11,4.732540
5,11,4.876016
5,11,4.789767
5,11,4.728274
5,12,4.366177
5,12,4.406782
5,12,4.695561
5,12,4.511756
5,12,4.534701
5,12,4.546694
5,12,4.777408
5,12,4.556223
5,12,4.344525
5,12,4.509276
6,1,20.973429
6,1,20.844171
6,1,20.772473
6,1,20.775437
6,1,20.739913
6,1,20.760337
6,1,20.676119
6,1,20.927237
6,1,21.045780
6,1,20.820783
6,2,11.318083
6,2,15.081008
6,2,11.198936
6,2,15.525914
6,2,15.812563
6,2,12.557711
6,2,11.189319
6,2,12.050233
6,2,11.224296
6,2,15.666387
6,3,10.786178
6,3,9.722402
6,3,11.043456
6,3,10.445689
6,3,7.855054
6,3,10.807121
6,3,10.822243
6,3,8.257751
6,3,8.182939
6,3,11.471399
6,4,7.582820
6,4,8.884663
6,4,8.495357
6,4,7.779097
6,4,7.259594
6,4,8.391718
6,4,8.695432
6,4,9.697678
6,4,8.749387
6,4,8.634926
6,5,7.118120
6,5,6.953845
6,5,6.849993
6,5,7.080945
6,5,7.114746
6,5,7.357441
6,5,6.822599
6,5,7.042033
6,5,5.751284
6,5,7.402901
6,6,6.582491
6,6,6.593471
6,6,6.710340
6,6,6.286304
6,6,6.475751
6,6,6.222506
6,6,5.948552
6,6,7.016325
6,6,6.322200
6,6,6.576058
6,7,5.866348
6,7,5.677208
6,7,6.373678
6,7,5.790628
6,7,5.273557
6,7,5.250606
6,7,5.687882
6,7,5.426235
6,7,5.576056
6,7,5.008895
6,8,5.127465
6,8,5.097859
6,8,5.389923
6,8,5.080565
6,8,5.280927
6,8,4.899730
6,8,4.943701
6,8,4.927638
6,8,5.307846
6,8,5.095129
6,9,4.526087
6,9,4.517786
6,9,4.575800
6,9,4.754149
6,9,4.759177
6,9,4.538519
6,9,4.539743
6,9,4.504890
6,9,4.564922
6,9,4.667360
6,10,4.496419
6,10,4.343947
6,10,4.350761
6,10,4.566420
6,10,4.490722
6,10,4.386441
6,10,4.317399
6,10,4.295658
6,10,4.461796
6,10,4.164592
6,11,4.123806
6,11,4.102270
6,11,4.114988
6,11,4.176619
6,11,4.140569
6,11,4.549774
6,11,4.148135
6,11,4.224394
6,11,4.114268
6,11,4.186714
6,12,4.010206
6,12,3.961968
6,12,3.965743
6,12,5.154392
6,12,4.141364
6,12,4.066341
6,12,3.950385
6,12,4.107376
6,12,4.096719
6,12,3.955778
7,1,18.125114
7,1,18.042335
7,1,17.986645
7,1,18.040700
7,1,18.025711
7,1,18.185589
7,1,18.180911
7,1,18.582768
7,1,20.234608
7,1,18.016353
7,2,13.479975
7,2,13.403832
7,2,13.463104
7,2,13.369933
7,2,12.245229
7,2,13.658142
7,2,13.661936
7,2,12.244294
7,2,11.864177
7,2,10.408940
7,3,9.453974
7,3,8.449343
7,3,9.641297
7,3,9.503011
7,3,9.509528
7,3,9.526801
7,3,9.458993
7,3,9.618229
7,3,8.963421
7,3,8.315909
7,4,7.465805
7,4,7.817292
7,4,7.426442
7,4,7.916761
7,4,6.428474
7,4,7.322096
7,4,6.958446
7,4,7.062668
7,4,6.844163
7,4,7.702427
7,5,6.110537
7,5,6.220696
7,5,6.717786
7,5,6.273427
7,5,6.065350
7,5,6.365644
7,5,6.519831
7,5,6.241114
7,5,6.254871
7,5,6.032960
7,6,5.629567
7,6,5.843719
7,6,5.496220
7,6,5.520606
7,6,5.607241
7,6,5.453252
7,6,5.484496
7,6,5.507322
7,6,5.791569
7,6,5.467993
7,7,4.832121
7,7,5.204154
7,7,4.987190
7,7,5.167637
7,7,5.002189
7,7,4.900801
7,7,4.782354
7,7,4.817896
7,7,4.969514
7,7,4.838588
7,8,4.428080
7,8,4.575816
7,8,4.593799
7,8,4.561166
7,8,4.464141
7,8,4.859941
7,8,4.558873
7,8,4.810200
7,8,4.422350
7,8,5.022981
7,9,4.294430
7,9,4.230246
7,9,4.089570
7,9,4.119841
7,9,4.393450
7,9,4.382133
7,9,4.279588
7,9,4.893859
7,9,4.206368
7,9,4.052644
7,10,5.048311
7,10,3.861903
7,10,4.051272
7,10,4.045673
7,10,4.137728
7,10,3.915710
7,10,3.959070
7,10,4.085958
7,10,4.024476
7,10,4.025295
7,11,3.666658
7,11,4.541111
7,11,3.761861
7,11,3.644042
7,11,3.937807
7,11,3.738438
7,11,3.818200
7,11,3.642337
7,11,3.810664
7,11,3.616020
7,12,3.595212
7,12,3.551973
7,12,3.612534
7,12,3.655134
7,12,3.604927
7,12,3.569094
7,12,3.703313
7,12,3.595133
7,12,3.765796
7,12,3.665258
8,1,16.110102
8,1,16.125657
8,1,16.003787
8,1,15.922568
8,1,16.073271
8,1,16.065548
8,1,15.886126
8,1,15.907749
8,1,16.209294
8,1,16.165568
8,2,12.034408
8,2,11.439516
8,2,12.051530
8,2,9.052110
8,2,8.836647
8,2,9.003653
8,2,8.876846
8,2,8.855302
8,2,8.904196
8,2,8.839501
8,3,8.437058
8,3,6.483882
8,3,8.348295
8,3,8.562055
8,3,8.722628
8,3,8.519765
8,3,8.717627
8,3,8.664203
8,3,8.357918
8,3,8.377987
8,4,5.629999
8,4,6.760268
8,4,6.588785
8,4,6.817517
8,4,6.952301
8,4,7.084719
8,4,6.100395
8,4,6.854650
8,4,7.456939
8,4,6.935661
8,5,5.477294
8,5,5.784276
8,5,5.538235
8,5,5.923495
8,5,5.577255
8,5,5.750042
8,5,5.547896
8,5,5.586638
8,5,5.461112
8,5,5.860624
8,6,4.975543
8,6,5.167466
8,6,4.961894
8,6,5.037696
8,6,5.089033
8,6,4.869179
8,6,5.283046
8,6,5.005688
8,6,4.980082
8,6,4.888971
8,7,4.662326
8,7,4.613643
8,7,4.394231
8,7,4.537325
8,7,4.434494
8,7,4.491699
8,7,4.552711
8,7,4.491853
8,7,4.363495
8,7,4.440412
8,8,4.174713
8,8,4.105636
8,8,4.121021
8,8,4.120043
8,8,4.144673
8,8,4.329944
8,8,4.077318
8,8,4.298860
8,8,3.961552
8,8,4.227421
8,9,3.752604
8,9,3.854228
8,9,3.913990
8,9,3.843463
8,9,4.272426
8,9,3.757206
8,9,4.829088
8,9,4.073167
8,9,4.027899
8,9,3.842666
8,10,3.676719
8,10,6.085113
8,10,3.572285
8,10,3.547236
8,10,3.720832
8,10,3.696000
8,10,3.575085
8,10,3.517593
8,10,3.437817
8,10,3.605876
8,11,3.433695
8,11,3.575726
8,11,3.517562
8,11,3.507430
8,11,3.441367
8,11,3.436863
8,11,3.492492
8,11,3.406945
8,11,3.481436
8,11,3.405652
8,12,3.368865
8,12,3.253823
8,12,3.167400
8,12,3.391910
8,12,3.468143
8,12,3.358158
8,12,3.309181
8,12,3.204122
8,12,3.320717
8,12,3.280313
9,1,14.333351
9,1,14.363851
9,1,14.297563
9,1,14.278035
9,1,14.479337
9,1,14.298857
9,1,14.419331
9,1,14.264528
9,1,14.666918
9,1,14.396032
9,2,11.297121
9,2,10.777264
9,2,10.652033
9,2,10.850216
9,2,10.878556
9,2,10.624527
9,2,8.005261
9,2,7.983698
9,2,10.726609
9,2,10.651609
9,3,7.702355
9,3,6.213899
9,3,7.911398
9,3,7.871280
9,3,7.812946
9,3,7.804682
9,3,5.733389
9,3,7.495525
9,3,7.809071
9,3,7.680532
9,4,6.186673
9,4,6.148626
9,4,5.910240
9,4,6.006920
9,4,5.864514
9,4,6.107903
9,4,5.890007
9,4,5.873867
9,4,4.812357
9,4,6.240510
9,5,8.133861
9,5,5.206985
9,5,5.251816
9,5,5.300458
9,5,5.031169
9,5,5.154247
9,5,4.982186
9,5,5.322024
9,5,5.048904
9,6,4.562827
9,6,4.507937
9,6,4.630357
9,6,4.573339
9,6,4.727488
9,6,4.530694
9,6,4.563340
9,6,4.392073
9,6,4.488886
9,6,4.412276
9,7,4.239163
9,7,4.241784
9,7,4.225208
9,7,4.154770
9,7,4.429581
9,7,4.135657
9,7,4.248925
9,7,4.108544
9,7,4.296976
9,8,3.868741
9,8,3.749117
9,8,3.953881
9,8,3.992309
9,8,3.767235
9,8,3.957316
9,8,3.894168
9,8,3.764765
9,8,3.747809
9,8,3.965744
9,9,3.480133
9,9,3.587672
9,9,3.613550
9,9,3.449599
9,9,3.445975
9,9,3.472946
9,9,3.801021
9,9,4.129551
9,9,3.652055
9,9,3.510728
9,10,3.389697
9,10,3.605376
9,10,3.401906
9,10,3.474308
9,10,3.399004
9,10,3.392497
9,10,3.378414
9,10,3.585113
9,10,5.584711
9,10,3.213362
9,11,3.175753
9,11,3.655074
9,11,3.104528
9,11,3.400645
9,11,2.998921
9,11,3.114426
9,11,4.013400
9,11,3.220572
9,11,3.091336
9,11,3.041543
9,12,2.869459
9,12,3.109625
9,12,2.916030
9,12,3.006780
9,12,4.333313
9,12,2.935258
9,12,5.453312
9,12,2.961693
9,12,2.937671
9,12,3.035911
10,1,13.432168
10,1,13.015727
10,1,12.872218
10,1,13.138441
10,1,12.839296
10,1,12.948581
10,1,12.846328
10,1,12.850517
10,1,13.008061
10,1,12.809904
10,2,9.818028
10,2,7.656989
10,2,10.345656
10,2,7.463427
10,2,9.696047
10,2,8.722479
10,2,7.032509
10,2,7.368411
10,2,7.599500
10,2,9.672625
10,3,5.711923
10,3,5.935342
10,3,7.015732
10,3,6.920814
10,3,7.081536
10,3,5.530444
10,3,7.077584
10,3,6.967422
10,3,7.067113
10,3,7.065951
10,4,5.537752
10,4,5.431521
10,4,5.418283
10,4,5.473888
10,4,5.432862
10,4,5.446518
10,4,5.424922
10,4,4.404958
10,4,5.444536
10,4,5.384349
10,5,4.851737
10,5,5.003413
10,5,4.586727
10,5,4.605608
10,5,4.653165
10,5,4.780368
10,5,4.751862
10,5,4.659655
10,5,4.555814
10,5,4.594101
10,6,4.122947
10,6,4.036626
10,6,4.060218
10,6,4.068403
10,6,4.324224
10,6,4.057251
10,6,4.296973
10,6,4.099184
10,6,3.691540
10,6,4.063657
10,7,3.853468
10,7,3.844030
10,7,3.844228
10,7,3.846557
10,7,3.769991
10,7,3.717651
10,7,4.041505
10,7,3.864077
10,7,3.971436
10,7,4.100666
10,8,3.510309
10,8,3.660508
10,8,3.887452
10,8,3.433285
10,8,3.530060
10,8,3.608607
10,8,3.520480
10,8,3.448715
10,8,3.655093
10,8,3.490046
10,9,3.240962
10,9,3.482788
10,9,3.376940
10,9,3.182867
10,9,3.374241
10,9,3.546915
10,9,3.491206
10,9,3.360347
10,9,3.481533
10,9,3.332587
10,10,3.199080
10,10,3.465771
10,10,3.089473
10,10,2.945554
10,10,3.193810
10,10,3.173379
10,10,3.211915
10,10,3.034777
10,10,3.187282
10,10,3.365573
10,11,3.068588
10,11,3.048268
10,11,3.076236
10,11,3.034079
10,11,3.105242
10,11,2.902005
10,11,2.988399
10,11,2.879196
10,11,3.057581
10,11,3.120153
10,12,2.831830
10,12,3.125592
10,12,2.951107
10,12,2.902880
10,12,2.915671
10,12,2.896850
10,12,4.155828
10,12,2.822364
10,12,2.882330
10,12,2.911610
11,1,12.021170
11,1,11.546291
11,1,11.976393
11,1,11.943917
11,1,14.071866
11,1,12.170667
11,1,11.974419
11,1,12.022694
11,1,12.079038
11,1,12.103161
11,2,8.927418
11,2,8.910142
11,2,8.536463
11,2,9.073648
11,2,6.824723
11,2,9.121222
11,2,9.119282
11,2,8.038405
11,2,9.122157
11,2,9.188292
11,3,6.513903
11,3,7.797147
11,3,5.212609
11,3,6.474903
11,3,6.375260
11,3,6.375442
11,3,6.638662
11,3,6.375336
11,3,6.113918
11,3,6.589998
11,4,5.367695
11,4,5.260478
11,4,5.075861
11,4,5.025209
11,4,4.803914
11,4,5.013921
11,4,5.244886
11,4,5.115543
11,4,5.106458
11,4,5.126463
11,5,4.773853
11,5,4.396283
11,5,4.348242
11,5,4.484379
11,5,4.510748
11,5,4.479856
11,5,4.373561
11,5,4.390483
11,5,4.438473
11,5,4.542986
11,6,3.923997
11,6,3.833413
11,6,3.885864
11,6,3.907043
11,6,4.188100
11,6,3.805026
11,6,4.068449
11,6,3.863656
11,6,3.834428
11,6,3.826178
11,7,3.778286
11,7,3.520358
11,7,3.603454
11,7,3.503973
11,7,3.577308
11,7,3.520507
11,7,3.467549
11,7,3.761320
11,7,3.692803
11,7,3.618279
11,8,3.214519
11,8,3.659254
11,8,3.305276
11,8,3.338370
11,8,3.339318
11,8,5.656393
11,8,3.395319
11,8,3.415291
11,8,3.459803
11,8,3.468558
11,9,3.181183
11,9,3.197479
11,9,3.252404
11,9,3.114125
11,9,3.117031
11,9,3.058249
11,9,3.235638
11,9,3.302348
11,9,3.118192
11,9,3.024840
11,10,3.086485
11,10,3.101981
11,10,3.109939
11,10,3.018757
11,10,3.000222
11,10,3.094827
11,10,3.147464
11,10,2.895748
11,10,2.950432
11,10,2.976107
11,11,2.894784
11,11,2.922780
11,11,2.834338
11,11,2.801594
11,11,2.792270
11,11,2.868457
11,11,2.781947
11,11,2.896462
11,11,2.933720
11,11,2.896132
11,12,2.820895
11,12,2.841185
11,12,2.871101
11,12,2.836153
11,12,5.272120
11,12,2.890327
11,12,2.765716
11,12,2.790400
11,12,2.746487
11,12,2.732361
12,1,11.321724
12,1,11.311017
12,1,11.184876
12,1,11.266294
12,1,11.104949
12,1,11.208137
12,1,11.239133
12,1,11.248036
12,1,11.284113
12,1,11.213114
12,2,8.700776
12,2,6.421372
12,2,8.487277
12,2,8.393069
12,2,8.426924
12,2,8.504134
12,2,7.552192
12,2,6.531995
12,2,8.251680
12,3,5.893852
12,3,5.880474
12,3,4.787661
12,3,5.040473
12,3,5.932185
12,3,6.030977
12,3,5.900895
12,3,5.920104
12,3,6.066673
12,3,5.897025
12,4,4.828937
12,4,4.736298
12,4,4.954387
12,4,4.804345
12,4,4.786536
12,4,4.699829
12,4,4.944005
12,4,4.775185
12,4,4.911144
12,4,4.806498
12,5,4.100616
12,5,4.520294
12,5,4.077972
12,5,4.415678
12,5,4.223082
12,5,4.207673
12,5,4.143765
12,5,4.338619
12,5,4.149678
12,5,4.366481
12,6,3.851313
12,6,3.758232
12,6,3.904138
12,6,3.910641
12,6,3.611552
12,6,3.702006
12,6,3.780105
12,6,3.694826
12,6,3.688479
12,6,3.634155
12,7,3.622583
12,7,3.543664
12,7,3.473056
12,7,3.423357
12,7,3.457504
12,7,3.472641
12,7,3.380709
12,7,3.387331
12,7,3.588855
12,7,3.468538
12,8,3.240482
12,8,3.182547
12,8,3.209254
12,8,3.215150
12,8,3.223232
12,8,3.377547
12,8,3.389063
12,8,3.164406
12,8,3.209124
12,8,3.189081
12,9,3.053260
12,9,3.188791
12,9,2.928027
12,9,2.902978
12,9,3.185856
12,9,3.058612
12,9,2.938444
12,9,2.963542
12,9,3.015954
12,9,3.114661
12,10,2.897353
12,10,2.809145
12,10,2.962535
12,10,2.764428
12,10,2.954551
12,10,3.080946
12,10,2.710418
12,10,2.982703
12,10,2.875236
12,10,2.820804
12,11,2.739301
12,11,3.227307
12,11,2.771897
12,11,2.894996
12,11,2.750496
12,11,2.800294
12,11,2.744695
12,11,2.873377
12,11,2.760658
12,11,2.746511
12,12,2.634159
12,12,2.709872
12,12,2.695346
12,12,2.830599
12,12,3.175293
12,12,2.714471
12,12,2.636674
12,12,2.707023
12,12,2.894707
12,12,2.760278
13,1,10.484882
13,1,10.489182
13,1,10.531512
13,1,10.528113
13,1,10.461784
13,1,10.442535
13,1,10.498953
13,1,10.462851
13,1,10.479902
13,1,10.488419
13,2,7.817843
13,2,7.764688
13,2,7.947785
13,2,7.818123
13,2,9.384762
13,2,6.515511
13,2,6.082958
13,2,7.882429
13,2,7.953939
13,2,7.970125
13,3,5.844982
13,3,5.538465
13,3,5.538321
13,3,5.808211
13,3,5.580110
13,3,4.544102
13,3,5.846444
13,3,5.543917
13,3,5.585224
13,3,5.494078
13,4,4.524289
13,4,4.674279
13,4,4.443503
13,4,4.477422
13,4,4.531333
13,4,4.614023
13,4,4.742210
13,4,4.467230
13,4,4.510277
13,4,4.525017
13,5,4.140177
13,5,3.959210
13,5,3.914364
13,5,4.117070
13,5,4.052378
13,5,3.934476
13,5,3.822992
13,5,3.858923
13,5,3.852993
13,5,3.952931
13,6,3.520754
13,6,3.739611
13,6,3.514822
13,6,3.556248
13,6,3.458363
13,6,3.741341
13,6,3.667619
13,6,3.458632
13,6,3.558626
13,6,3.360188
13,7,3.259591
13,7,3.164098
13,7,3.309182
13,7,3.507926
13,7,3.236244
13,7,4.113487
13,7,3.291501
13,7,3.268838
13,7,3.358023
13,7,3.159198
13,8,3.068735
13,8,3.068567
13,8,3.043407
13,8,2.933861
13,8,3.133220
13,8,3.272828
13,8,3.267116
13,8,3.043457
13,8,2.975209
13,9,3.068755
13,9,2.980736
13,9,2.859595
13,9,2.901559
13,9,2.784330
13,9,2.830187
13,9,2.765993
13,9,2.977951
13,9,2.825314
13,9,2.891158
13,10,3.001966
13,10,2.765215
13,10,2.766864
13,10,2.902288
13,10,2.870295
13,10,2.777850
13,10,2.667641
13,10,2.784685
13,10,2.706537
13,10,2.883055
13,11,2.594316
13,11,2.628826
13,11,2.710432
13,11,3.108793
13,11,2.634788
13,11,2.769068
13,11,2.699629
13,11,2.723065
13,11,2.715674
13,11,2.645679
13,12,2.606315
13,12,2.687102
13,12,2.671925
13,12,2.626448
13,12,3.034177
13,12,2.645767
13,12,2.703745
13,12,2.587926
13,12,2.627552
13,12,2.626330
14,1,10.081408
14,1,9.876944
14,1,10.364171
14,1,9.838256
14,1,9.831287
14,1,9.849595
14,1,10.304928
14,1,12.999484
14,1,10.244987
14,1,10.295430
14,2,7.498070
14,2,7.261794
14,2,6.482822
14,2,7.445023
14,2,7.564976
14,2,7.294718
14,2,5.744937
14,2,7.481269
14,2,5.768121
14,2,7.783050
14,3,5.472900
14,3,5.224512
14,3,5.237145
14,3,4.385928
14,3,5.051724
14,3,5.283044
14,3,5.390340
14,3,5.354630
14,3,5.262569
14,3,5.280451
14,4,4.250188
14,4,4.294948
14,4,4.222776
14,4,4.273829
14,4,4.379046
14,4,4.262225
14,4,4.343015
14,4,4.359948
14,4,4.416940
14,4,4.248868
14,5,3.898654
14,5,3.851051
14,5,3.761214
14,5,3.902288
14,5,3.755985
14,5,3.642985
14,5,3.745802
14,5,3.751896
14,5,3.788751
14,5,3.858731
14,6,3.259788
14,6,3.544222
14,6,3.495126
14,6,3.350400
14,6,3.331653
14,6,3.315917
14,6,3.378160
14,6,3.432156
14,6,3.307110
14,6,3.352678
14,7,3.086296
14,7,3.148502
14,7,3.153303
14,7,3.075674
14,7,4.363313
14,7,3.166382
14,7,2.997306
14,7,3.087519
14,7,3.171646
14,7,3.296978
14,8,2.972654
14,8,3.051477
14,8,2.994421
14,8,2.849181
14,8,2.909499
14,8,2.788766
14,8,3.013800
14,8,3.225902
14,8,2.906628
14,8,2.818144
14,9,2.866243
14,9,2.678417
14,9,2.747205
14,9,2.765166
14,9,2.841137
14,9,2.802018
14,9,2.776385
14,9,2.810061
14,9,2.754145
14,9,2.877050
14,10,2.664554
14,10,2.712771
14,10,2.672247
14,10,2.693424
14,10,2.737150
14,10,2.606629
14,10,2.564601
14,10,2.639566
14,10,2.629761
14,10,2.518651
14,11,2.619459
14,11,2.624854
